Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2009"",""2009"",""tonnes"",""936076"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2010"",""2010"",""tonnes"",""681017"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2011"",""2011"",""tonnes"",""782499"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2012"",""2012"",""tonnes"",""999681"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2013"",""2013"",""tonnes"",""998940"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2014"",""2014"",""tonnes"",""648917"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2015"",""2015"",""tonnes"",""758638"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2016"",""2016"",""tonnes"",""969050"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2017"",""2017"",""tonnes"",""687595"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2018"",""2018"",""tonnes"",""753060"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2019"",""2019"",""tonnes"",""803270"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2020"",""2020"",""tonnes"",""867530"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2021"",""2021"",""tonnes"",""986930"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""191"",""Croatie"",""5510"",""Production"",""0111"",""Blé"",""2022"",""2022"",""tonnes"",""971470"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1961"",""1961"",""tonnes"",""434057"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1962"",""1962"",""tonnes"",""643992"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1963"",""1963"",""tonnes"",""494060"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1964"",""1964"",""tonnes"",""541454"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1965"",""1965"",""tonnes"",""563769"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1966"",""1966"",""tonnes"",""400474"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1967"",""1967"",""tonnes"",""420312"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1968"",""1968"",""tonnes"",""464851"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1969"",""1969"",""tonnes"",""428455"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1970"",""1970"",""tonnes"",""512491"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1971"",""1971"",""tonnes"",""585206"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1972"",""1972"",""tonnes"",""592215"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1973"",""1973"",""tonnes"",""542247"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1974"",""1974"",""tonnes"",""591572"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1975"",""1975"",""tonnes"",""519381"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1976"",""1976"",""tonnes"",""592557"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1977"",""1977"",""tonnes"",""605645"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1978"",""1978"",""tonnes"",""642428"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1979"",""1979"",""tonnes"",""589886"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1980"",""1980"",""tonnes"",""652372"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1981"",""1981"",""tonnes"",""834765"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1982"",""1982"",""tonnes"",""1206971"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1983"",""1983"",""tonnes"",""1547845"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1984"",""1984"",""tonnes"",""2445877"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1985"",""1985"",""tonnes"",""1972165"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1986"",""1986"",""tonnes"",""2177228"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1987"",""1987"",""tonnes"",""2284719"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1988"",""1988"",""tonnes"",""2080441"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1989"",""1989"",""tonnes"",""3224153"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1990"",""1990"",""tonnes"",""3953412"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1991"",""1991"",""tonnes"",""3669852"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1992"",""1992"",""tonnes"",""3583011"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1993"",""1993"",""tonnes"",""4334000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1994"",""1994"",""tonnes"",""3725194"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1995"",""1995"",""tonnes"",""4598500"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1996"",""1996"",""tonnes"",""4757742"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1997"",""1997"",""tonnes"",""4964703"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1998"",""1998"",""tonnes"",""4928375"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""1999"",""1999"",""tonnes"",""4470745"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2000"",""2000"",""tonnes"",""4693422"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2001"",""2001"",""tonnes"",""4663938"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2002"",""2002"",""tonnes"",""4056240"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2003"",""2003"",""tonnes"",""4701382"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2004"",""2004"",""tonnes"",""4758500"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2005"",""2005"",""tonnes"",""4887200"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2006"",""2006"",""tonnes"",""4801600"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2007"",""2007"",""tonnes"",""4519200"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2008"",""2008"",""tonnes"",""5018700"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2009"",""2009"",""tonnes"",""5940400"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2010"",""2010"",""tonnes"",""5059900"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2011"",""2011"",""tonnes"",""4831000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2012"",""2012"",""tonnes"",""4525100"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2013"",""2013"",""tonnes"",""4145200"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2014"",""2014"",""tonnes"",""5153300"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2015"",""2015"",""tonnes"",""5029300"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2016"",""2016"",""tonnes"",""4201500"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2017"",""2017"",""tonnes"",""4834100"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2018"",""2018"",""tonnes"",""2623930"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2019"",""2019"",""tonnes"",""4642090"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2020"",""2020"",""tonnes"",""4070410"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2021"",""2021"",""tonnes"",""4047090"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""208"",""Danemark"",""5510"",""Production"",""0111"",""Blé"",""2022"",""2022"",""tonnes"",""4165400"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1961"",""1961"",""tonnes"",""3438000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1962"",""1962"",""tonnes"",""4819545"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1963"",""1963"",""tonnes"",""4865360"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1964"",""1964"",""tonnes"",""3981000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1965"",""1965"",""tonnes"",""4719000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1966"",""1966"",""tonnes"",""4881000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1967"",""1967"",""tonnes"",""5654000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1968"",""1968"",""tonnes"",""5315000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1969"",""1969"",""tonnes"",""4626000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1970"",""1970"",""tonnes"",""4062000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1971"",""1971"",""tonnes"",""5449700"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1972"",""1972"",""tonnes"",""4562500"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1973"",""1973"",""tonnes"",""3967300"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1974"",""1974"",""tonnes"",""4534600"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1975"",""1975"",""tonnes"",""4302900"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1976"",""1976"",""tonnes"",""4436200"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1977"",""1977"",""tonnes"",""4064100"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1978"",""1978"",""tonnes"",""4806100"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1979"",""1979"",""tonnes"",""4082300"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1980"",""1980"",""tonnes"",""6039500"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1981"",""1981"",""tonnes"",""3408500"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1982"",""1982"",""tonnes"",""4410300"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1983"",""1983"",""tonnes"",""4267900"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1984"",""1984"",""tonnes"",""6052300"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1985"",""1985"",""tonnes"",""5328688"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1986"",""1986"",""tonnes"",""4392000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1987"",""1987"",""tonnes"",""5791000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1988"",""1988"",""tonnes"",""6514100"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1989"",""1989"",""tonnes"",""5468200"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1990"",""1990"",""tonnes"",""4773500"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1991"",""1991"",""tonnes"",""5467700"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1992"",""1992"",""tonnes"",""4357506"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1993"",""1993"",""tonnes"",""4972971"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1994"",""1994"",""tonnes"",""4302340"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1995"",""1995"",""tonnes"",""3138700"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1996"",""1996"",""tonnes"",""6040500"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1997"",""1997"",""tonnes"",""4676290"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1998"",""1998"",""tonnes"",""5436300"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""1999"",""1999"",""tonnes"",""5083800"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2000"",""2000"",""tonnes"",""7293623"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2001"",""2001"",""tonnes"",""5007698"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2002"",""2002"",""tonnes"",""6822160"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2003"",""2003"",""tonnes"",""6290100"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2004"",""2004"",""tonnes"",""7096724"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2005"",""2005"",""tonnes"",""4026694"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2006"",""2006"",""tonnes"",""5521582"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2007"",""2007"",""tonnes"",""6436359"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2008"",""2008"",""tonnes"",""6714300"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2009"",""2009"",""tonnes"",""4804772"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2010"",""2010"",""tonnes"",""5941197"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2011"",""2011"",""tonnes"",""6876657"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2012"",""2012"",""tonnes"",""5189828"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2013"",""2013"",""tonnes"",""7744900"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2014"",""2014"",""tonnes"",""6471400"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2015"",""2015"",""tonnes"",""6362694"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2016"",""2016"",""tonnes"",""7873135"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2017"",""2017"",""tonnes"",""4875957"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2018"",""2018"",""tonnes"",""8322510"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2019"",""2019"",""tonnes"",""6041170"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2020"",""2020"",""tonnes"",""8143510"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2021"",""2021"",""tonnes"",""8564630"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""724"",""Espagne"",""5510"",""Production"",""0111"",""Blé"",""2022"",""2022"",""tonnes"",""6508800"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""1992"",""1992"",""tonnes"",""89400"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""1993"",""1993"",""tonnes"",""105600"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""1994"",""1994"",""tonnes"",""57091"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""1995"",""1995"",""tonnes"",""77101"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""1996"",""1996"",""tonnes"",""101249"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""1997"",""1997"",""tonnes"",""111186"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""1998"",""1998"",""tonnes"",""118011"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""1999"",""1999"",""tonnes"",""88424"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""2000"",""2000"",""tonnes"",""146800"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""2001"",""2001"",""tonnes"",""133003"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""2002"",""2002"",""tonnes"",""148420"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""2003"",""2003"",""tonnes"",""144885"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""2004"",""2004"",""tonnes"",""196634"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""2005"",""2005"",""tonnes"",""263408"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""233"",""Estonie"",""5510"",""Production"",""0111"",""Blé"",""2006"",""2006"",""tonnes"",""219590"",""A"",""Chiffre officiel"","""""
